Id,Humi,Temp,Sun,Soil,Flame,Date,Packet #,CRC,receivedPacketCount,RSSI,File Name,PDR,PCR,Ctrl
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,9,36,2,36,36,01/01/12-02:40:23,97,0,61,-96,8_bn_311_200m,,,8_bn_311_200m-01/01/12-02:40:23
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,9,36,2,36,36,01/01/12-02:40:27,98,0,62,-97,8_bn_311_200m,,,8_bn_311_200m-01/01/12-02:40:27
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,9,36,2,36,36,01/01/12-02:40:31,99,0,63,-96,8_bn_311_200m,,,8_bn_311_200m-01/01/12-02:40:31
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,9,36,2,36,36,01/01/12-02:40:34,100,0,64,-97,8_bn_311_200m,,,8_bn_311_200m-01/01/12-02:40:34
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,9,36,2,36,36,01/01/12-02:40:38,101,0,65,-98,8_bn_311_200m,64.36%,0%,8_bn_311_200m-01/01/12-02:40:38
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,9,36,2,36,36,01/01/12-02:40:42,102,0,66,-97,8_bn_311_200m,64.71%,0%,8_bn_311_200m-01/01/12-02:40:42
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,9,36,2,36,36,01/01/12-02:40:46,103,0,67,-97,8_bn_311_200m,65.05%,0%,8_bn_311_200m-01/01/12-02:40:46
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,9,36,2,36,36,01/01/12-02:40:49,104,0,68,-97,8_bn_311_200m,65.38%,0%,8_bn_311_200m-01/01/12-02:40:49
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,9,36,2,36,36,01/01/12-02:40:53,105,0,69,-97,8_bn_311_200m,65.71%,0%,8_bn_311_200m-01/01/12-02:40:53
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,9,36,2,36,36,01/01/12-02:40:57,106,0,70,-97,8_bn_311_200m,66.04%,0%,8_bn_311_200m-01/01/12-02:40:57
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,9,36,2,36,36,01/01/12-02:41:00,107,0,71,-98,8_bn_311_200m,66.36%,0%,8_bn_311_200m-01/01/12-02:41:00
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,9,36,2,36,36,01/01/12-02:41:04,108,0,72,-98,8_bn_311_200m,66.67%,0%,8_bn_311_200m-01/01/12-02:41:04
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,9,36,2,36,36,01/01/12-02:41:08,109,0,73,-97,8_bn_311_200m,66.97%,0%,8_bn_311_200m-01/01/12-02:41:08
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,9,36,2,36,36,01/01/12-02:41:12,110,0,74,-97,8_bn_311_200m,67.27%,0%,8_bn_311_200m-01/01/12-02:41:12
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,9,36,2,36,36,01/01/12-02:41:15,111,0,75,-97,8_bn_311_200m,67.57%,0%,8_bn_311_200m-01/01/12-02:41:15
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,9,36,2,36,36,01/01/12-02:41:19,112,0,76,-98,8_bn_311_200m,67.86%,0%,8_bn_311_200m-01/01/12-02:41:19
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:41:23,113,0,77,-97,8_bn_311_200m,68.14%,0%,8_bn_311_200m-01/01/12-02:41:23
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:41:26,114,0,78,-98,8_bn_311_200m,68.42%,0%,8_bn_311_200m-01/01/12-02:41:26
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:41:30,115,0,79,-98,8_bn_311_200m,68.70%,0%,8_bn_311_200m-01/01/12-02:41:30
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:41:34,116,0,80,-97,8_bn_311_200m,68.97%,0%,8_bn_311_200m-01/01/12-02:41:34
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:41:37,117,0,81,-97,8_bn_311_200m,69.23%,0%,8_bn_311_200m-01/01/12-02:41:37
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:41:41,118,0,82,-98,8_bn_311_200m,69.49%,0%,8_bn_311_200m-01/01/12-02:41:41
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:41:45,119,0,83,-97,8_bn_311_200m,69.75%,0%,8_bn_311_200m-01/01/12-02:41:45
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:41:49,120,0,84,-96,8_bn_311_200m,70.00%,0%,8_bn_311_200m-01/01/12-02:41:49
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:41:52,121,0,85,-96,8_bn_311_200m,70.25%,0%,8_bn_311_200m-01/01/12-02:41:52
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:41:56,122,0,86,-97,8_bn_311_200m,70.49%,0%,8_bn_311_200m-01/01/12-02:41:56
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:42:00,123,0,87,-98,8_bn_311_200m,70.73%,0%,8_bn_311_200m-01/01/12-02:42:00
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:42:03,124,0,88,-97,8_bn_311_200m,70.97%,0%,8_bn_311_200m-01/01/12-02:42:03
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:42:07,125,0,89,-97,8_bn_311_200m,71.20%,0%,8_bn_311_200m-01/01/12-02:42:07
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:42:11,126,0,90,-97,8_bn_311_200m,71.43%,0%,8_bn_311_200m-01/01/12-02:42:11
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:42:15,127,0,91,-98,8_bn_311_200m,71.65%,0%,8_bn_311_200m-01/01/12-02:42:15
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:42:18,128,0,92,-98,8_bn_311_200m,71.88%,0%,8_bn_311_200m-01/01/12-02:42:18
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:42:22,129,0,93,-97,8_bn_311_200m,72.09%,0%,8_bn_311_200m-01/01/12-02:42:22
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:42:26,130,0,94,-96,8_bn_311_200m,72.31%,0%,8_bn_311_200m-01/01/12-02:42:26
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:42:29,131,0,95,-97,8_bn_311_200m,72.52%,0%,8_bn_311_200m-01/01/12-02:42:29
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:42:33,132,0,96,-98,8_bn_311_200m,72.73%,0%,8_bn_311_200m-01/01/12-02:42:33
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,38,2,38,38,01/01/12-02:42:37,133,0,97,-98,8_bn_311_200m,72.93%,0%,8_bn_311_200m-01/01/12-02:42:37
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,38,2,38,38,01/01/12-02:42:41,134,0,98,-98,8_bn_311_200m,73.13%,0%,8_bn_311_200m-01/01/12-02:42:41
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,38,2,38,38,01/01/12-02:42:44,135,0,99,-98,8_bn_311_200m,73.33%,0%,8_bn_311_200m-01/01/12-02:42:44
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,38,2,38,38,01/01/12-02:42:48,136,0,100,-98,8_bn_311_200m,73.53%,0%,8_bn_311_200m-01/01/12-02:42:48
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,38,2,38,38,01/01/12-02:42:52,137,0,101,-98,8_bn_311_200m,73.72%,0%,8_bn_311_200m-01/01/12-02:42:52
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,38,2,38,38,01/01/12-02:42:55,138,0,102,-98,8_bn_311_200m,73.91%,0%,8_bn_311_200m-01/01/12-02:42:55
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,38,2,38,38,01/01/12-02:42:59,139,0,103,-98,8_bn_311_200m,74.10%,0%,8_bn_311_200m-01/01/12-02:42:59
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,38,2,38,38,01/01/12-02:43:03,140,0,104,-97,8_bn_311_200m,74.29%,0%,8_bn_311_200m-01/01/12-02:43:03
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,38,2,38,38,01/01/12-02:43:07,141,0,105,-98,8_bn_311_200m,74.47%,0%,8_bn_311_200m-01/01/12-02:43:07
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,38,2,38,38,01/01/12-02:43:10,142,0,106,-97,8_bn_311_200m,74.65%,0%,8_bn_311_200m-01/01/12-02:43:10
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,38,2,38,38,01/01/12-02:43:14,143,0,107,-96,8_bn_311_200m,74.83%,0%,8_bn_311_200m-01/01/12-02:43:14
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,38,2,38,38,01/01/12-02:43:18,144,0,108,-98,8_bn_311_200m,75.00%,0%,8_bn_311_200m-01/01/12-02:43:18
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,38,2,38,38,01/01/12-02:43:21,145,0,109,-97,8_bn_311_200m,75.17%,0%,8_bn_311_200m-01/01/12-02:43:21
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,38,2,38,38,01/01/12-02:43:25,146,0,110,-97,8_bn_311_200m,75.34%,0%,8_bn_311_200m-01/01/12-02:43:25
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,38,2,38,38,01/01/12-02:43:29,147,0,111,-97,8_bn_311_200m,75.51%,0%,8_bn_311_200m-01/01/12-02:43:29
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,38,2,38,38,01/01/12-02:43:33,148,0,112,-97,8_bn_311_200m,75.68%,0%,8_bn_311_200m-01/01/12-02:43:33
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,38,2,38,38,01/01/12-02:43:36,149,0,113,-98,8_bn_311_200m,75.84%,0%,8_bn_311_200m-01/01/12-02:43:36
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,38,2,38,38,01/01/12-02:43:40,150,0,114,-98,8_bn_311_200m,76.00%,0%,8_bn_311_200m-01/01/12-02:43:40
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,38,2,38,38,01/01/12-02:43:44,151,0,115,-97,8_bn_311_200m,76.16%,0%,8_bn_311_200m-01/01/12-02:43:44
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,38,2,38,38,01/01/12-02:43:47,152,0,116,-96,8_bn_311_200m,76.32%,0%,8_bn_311_200m-01/01/12-02:43:47
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,38,2,38,38,01/01/12-02:43:51,153,0,117,-95,8_bn_311_200m,76.47%,0%,8_bn_311_200m-01/01/12-02:43:51
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,38,2,38,38,01/01/12-02:43:55,154,0,118,-98,8_bn_311_200m,76.62%,0%,8_bn_311_200m-01/01/12-02:43:55
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,38,2,38,38,01/01/12-02:43:59,155,0,119,-97,8_bn_311_200m,76.77%,0%,8_bn_311_200m-01/01/12-02:43:59
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,38,2,38,38,01/01/12-02:44:02,156,0,120,-97,8_bn_311_200m,76.92%,0%,8_bn_311_200m-01/01/12-02:44:02
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:44:06,157,0,121,-98,8_bn_311_200m,77.07%,0%,8_bn_311_200m-01/01/12-02:44:06
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:44:10,158,0,122,-98,8_bn_311_200m,77.22%,0%,8_bn_311_200m-01/01/12-02:44:10
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:44:13,159,0,123,-98,8_bn_311_200m,77.36%,0%,8_bn_311_200m-01/01/12-02:44:13
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:44:17,160,0,124,-98,8_bn_311_200m,77.50%,0%,8_bn_311_200m-01/01/12-02:44:17
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:44:21,161,0,125,-97,8_bn_311_200m,77.64%,0%,8_bn_311_200m-01/01/12-02:44:21
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:44:25,162,0,126,-98,8_bn_311_200m,77.78%,0%,8_bn_311_200m-01/01/12-02:44:25
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:44:28,163,0,127,-95,8_bn_311_200m,77.91%,0%,8_bn_311_200m-01/01/12-02:44:28
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:44:32,164,0,128,-96,8_bn_311_200m,78.05%,0%,8_bn_311_200m-01/01/12-02:44:32
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:44:36,165,0,129,-96,8_bn_311_200m,78.18%,0%,8_bn_311_200m-01/01/12-02:44:36
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:44:39,166,0,130,-97,8_bn_311_200m,78.31%,0%,8_bn_311_200m-01/01/12-02:44:39
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:44:43,167,0,131,-97,8_bn_311_200m,78.44%,0%,8_bn_311_200m-01/01/12-02:44:43
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:44:47,168,0,132,-97,8_bn_311_200m,78.57%,0%,8_bn_311_200m-01/01/12-02:44:47
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:44:50,169,0,133,-96,8_bn_311_200m,78.70%,0%,8_bn_311_200m-01/01/12-02:44:50
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:44:54,170,0,134,-97,8_bn_311_200m,78.82%,0%,8_bn_311_200m-01/01/12-02:44:54
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:44:58,171,0,135,-97,8_bn_311_200m,78.95%,0%,8_bn_311_200m-01/01/12-02:44:58
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:45:02,172,0,136,-97,8_bn_311_200m,79.07%,0%,8_bn_311_200m-01/01/12-02:45:02
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:45:05,173,0,137,-98,8_bn_311_200m,79.19%,0%,8_bn_311_200m-01/01/12-02:45:05
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:45:09,174,0,138,-97,8_bn_311_200m,79.31%,0%,8_bn_311_200m-01/01/12-02:45:09
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:45:13,175,0,139,-97,8_bn_311_200m,79.43%,0%,8_bn_311_200m-01/01/12-02:45:13
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:45:17,176,0,140,-96,8_bn_311_200m,79.55%,0%,8_bn_311_200m-01/01/12-02:45:17
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:45:20,177,0,141,-96,8_bn_311_200m,79.66%,0%,8_bn_311_200m-01/01/12-02:45:20
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:45:24,178,0,142,-96,8_bn_311_200m,79.78%,0%,8_bn_311_200m-01/01/12-02:45:24
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:45:28,179,0,143,-97,8_bn_311_200m,79.89%,0%,8_bn_311_200m-01/01/12-02:45:28
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:45:31,180,0,144,-98,8_bn_311_200m,80.00%,0%,8_bn_311_200m-01/01/12-02:45:31
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:45:35,181,0,145,-97,8_bn_311_200m,80.11%,0%,8_bn_311_200m-01/01/12-02:45:35
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:45:39,182,0,146,-98,8_bn_311_200m,80.22%,0%,8_bn_311_200m-01/01/12-02:45:39
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:45:42,183,0,147,-98,8_bn_311_200m,80.33%,0%,8_bn_311_200m-01/01/12-02:45:42
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:45:46,184,0,148,-97,8_bn_311_200m,80.43%,0%,8_bn_311_200m-01/01/12-02:45:46
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:45:50,185,0,149,-97,8_bn_311_200m,80.54%,0%,8_bn_311_200m-01/01/12-02:45:50
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:45:54,186,0,150,-98,8_bn_311_200m,80.65%,0%,8_bn_311_200m-01/01/12-02:45:54
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:45:57,187,0,151,-97,8_bn_311_200m,80.75%,0%,8_bn_311_200m-01/01/12-02:45:57
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:46:01,188,0,152,-97,8_bn_311_200m,80.85%,0%,8_bn_311_200m-01/01/12-02:46:01
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:46:05,189,0,153,-96,8_bn_311_200m,80.95%,0%,8_bn_311_200m-01/01/12-02:46:05
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:46:08,190,0,154,-97,8_bn_311_200m,81.05%,0%,8_bn_311_200m-01/01/12-02:46:08
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:46:12,191,0,155,-98,8_bn_311_200m,81.15%,0%,8_bn_311_200m-01/01/12-02:46:12
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:46:16,192,0,156,-98,8_bn_311_200m,81.25%,0%,8_bn_311_200m-01/01/12-02:46:16
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:46:20,193,0,157,-98,8_bn_311_200m,81.35%,0%,8_bn_311_200m-01/01/12-02:46:20
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,38,2,38,38,01/01/12-02:46:23,194,0,158,-98,8_bn_311_200m,81.44%,0%,8_bn_311_200m-01/01/12-02:46:23
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,38,2,38,38,01/01/12-02:46:27,195,0,159,-97,8_bn_311_200m,81.54%,0%,8_bn_311_200m-01/01/12-02:46:27
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,38,2,38,38,01/01/12-02:46:31,196,0,160,-97,8_bn_311_200m,81.63%,0%,8_bn_311_200m-01/01/12-02:46:31
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,38,2,38,38,01/01/12-02:46:34,197,0,161,-97,8_bn_311_200m,81.73%,0%,8_bn_311_200m-01/01/12-02:46:34
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,38,2,38,38,01/01/12-02:46:38,198,0,162,-97,8_bn_311_200m,81.82%,0%,8_bn_311_200m-01/01/12-02:46:38
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,38,2,38,38,01/01/12-02:46:42,199,0,163,-98,8_bn_311_200m,81.91%,0%,8_bn_311_200m-01/01/12-02:46:42
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,38,2,38,38,01/01/12-02:46:46,200,0,164,-97,8_bn_311_200m,82.00%,0%,8_bn_311_200m-01/01/12-02:46:46
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,38,2,38,38,01/01/12-02:46:49,201,0,165,-97,8_bn_311_200m,82.09%,0%,8_bn_311_200m-01/01/12-02:46:49
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,38,2,38,38,01/01/12-02:46:53,202,0,166,-97,8_bn_311_200m,82.18%,0%,8_bn_311_200m-01/01/12-02:46:53
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,38,2,38,38,01/01/12-02:46:57,203,0,167,-97,8_bn_311_200m,82.27%,0%,8_bn_311_200m-01/01/12-02:46:57
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,38,2,38,38,01/01/12-02:47:00,204,0,168,-95,8_bn_311_200m,82.35%,0%,8_bn_311_200m-01/01/12-02:47:00
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,38,2,38,38,01/01/12-02:47:04,205,0,169,-97,8_bn_311_200m,82.44%,0%,8_bn_311_200m-01/01/12-02:47:04
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,38,2,38,38,01/01/12-02:47:08,206,0,170,-98,8_bn_311_200m,82.52%,0%,8_bn_311_200m-01/01/12-02:47:08
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:47:12,207,0,171,-98,8_bn_311_200m,82.61%,0%,8_bn_311_200m-01/01/12-02:47:12
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:47:15,208,0,172,-99,8_bn_311_200m,82.69%,0%,8_bn_311_200m-01/01/12-02:47:15
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:47:19,209,0,173,-97,8_bn_311_200m,82.78%,0%,8_bn_311_200m-01/01/12-02:47:19
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:47:23,210,0,174,-97,8_bn_311_200m,82.86%,0%,8_bn_311_200m-01/01/12-02:47:23
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:47:26,211,0,175,-98,8_bn_311_200m,82.94%,0%,8_bn_311_200m-01/01/12-02:47:26
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:47:30,212,0,176,-97,8_bn_311_200m,83.02%,0%,8_bn_311_200m-01/01/12-02:47:30
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:47:34,213,0,177,-97,8_bn_311_200m,83.10%,0%,8_bn_311_200m-01/01/12-02:47:34
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:47:38,214,0,178,-97,8_bn_311_200m,83.18%,0%,8_bn_311_200m-01/01/12-02:47:38
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,8,37,2,37,37,01/01/12-02:47:41,215,0,179,-97,8_bn_311_200m,83.26%,0%,8_bn_311_200m-01/01/12-02:47:41
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,9,36,2,36,36,01/01/12-02:48:00,220,0,180,-98,8_bn_311_200m,81.82%,0%,8_bn_311_200m-01/01/12-02:48:00
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,9,36,2,36,36,01/01/12-02:49:07,238,0,181,-83,8_bn_311_200m,76.05%,0%,8_bn_311_200m-01/01/12-02:49:07
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,9,36,2,36,36,01/01/12-02:49:10,239,0,182,-92,8_bn_311_200m,76.15%,0%,8_bn_311_200m-01/01/12-02:49:10
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,9,36,2,36,36,01/01/12-02:49:14,240,0,183,-94,8_bn_311_200m,76.25%,0%,8_bn_311_200m-01/01/12-02:49:14
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,9,36,2,36,36,01/01/12-02:49:18,241,0,184,-94,8_bn_311_200m,76.35%,0%,8_bn_311_200m-01/01/12-02:49:18
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,9,36,2,36,36,01/01/12-02:49:21,242,0,185,-96,8_bn_311_200m,76.45%,0%,8_bn_311_200m-01/01/12-02:49:21
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,9,36,2,36,36,01/01/12-02:49:25,243,0,186,-97,8_bn_311_200m,76.54%,0%,8_bn_311_200m-01/01/12-02:49:25
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,9,36,2,36,36,01/01/12-02:49:29,244,0,187,-98,8_bn_311_200m,76.64%,0%,8_bn_311_200m-01/01/12-02:49:29
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,9,36,2,36,36,01/01/12-02:49:33,245,0,188,-97,8_bn_311_200m,76.73%,0%,8_bn_311_200m-01/01/12-02:49:33
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,9,36,2,36,36,01/01/12-02:49:36,246,0,189,-97,8_bn_311_200m,76.83%,0%,8_bn_311_200m-01/01/12-02:49:36
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,9,36,2,36,36,01/01/12-02:49:40,247,0,190,-99,8_bn_311_200m,76.92%,0%,8_bn_311_200m-01/01/12-02:49:40
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,9,36,2,36,36,01/01/12-02:49:44,248,0,191,-97,8_bn_311_200m,77.02%,0%,8_bn_311_200m-01/01/12-02:49:44
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,9,36,2,36,36,01/01/12-02:49:47,249,0,192,-97,8_bn_311_200m,77.11%,0%,8_bn_311_200m-01/01/12-02:49:47
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,9,36,2,36,36,01/01/12-02:49:51,250,0,193,-97,8_bn_311_200m,77.20%,0%,8_bn_311_200m-01/01/12-02:49:51
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,9,36,2,36,36,01/01/12-02:49:55,251,0,194,-96,8_bn_311_200m,77.29%,0%,8_bn_311_200m-01/01/12-02:49:55
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
311,9,36,2,36,36,01/01/12-02:49:59,252,0,195,-97,8_bn_311_200m,77.38%,0%,8_bn_311_200m-01/01/12-02:49:59
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
